ACNH67_000056-T1	XP_011131789.1	59.9	726	250	6	1	694	83	799	3.21e-309	874.0	XP_011131789.1 threonyl-tRNA synthetase [Gregarina niphandrodes]
ACNH67_000057-T1	XP_011130064.1	38.1	627	268	14	5	519	11	629	3.87e-113	368.0	XP_011130064.1 NOL1/NOP2/SUN family protein [Gregarina niphandrodes]
ACNH67_000058-T1	XP_011130216.1	37.4	321	179	7	80	392	16	322	9.36e-59	211.0	XP_011130216.1 putative transmembrane protein [Gregarina niphandrodes]
ACNH67_000059-T1	XP_002369268.1	81.8	434	79	0	1	434	1	434	9.97e-265	735.0	XP_002369268.1 elongation factor 1-alpha (EF-1-ALPHA), putative [Toxoplasma gondii ME49]
ACNH67_000062-T1	XP_011130402.1	65.7	303	101	1	17	316	12	314	2.01e-141	412.0	XP_011130402.1 histidine phosphatase domain protein [Gregarina niphandrodes]
ACNH67_000065-T1	XP_003882498.1	64.4	452	160	1	1	451	1	452	2.31e-221	626.0	XP_003882498.1 GK15875, related [Neospora caninum Liverpool]
ACNH67_000066-T1	XP_011131291.1	71.2	271	70	1	24	286	4	274	1.23e-133	393.0	XP_011131291.1 cell differentiation protein rcd1 [Gregarina niphandrodes]
ACNH67_000067-T1	XP_003881795.1	27.6	304	168	8	228	502	701	981	9.81e-12	83.2	XP_003881795.1 conserved hypothetical protein [Neospora caninum Liverpool]
ACNH67_000073-T1	XP_011132144.1	41.2	786	329	15	247	979	117	822	2.38e-164	514.0	XP_011132144.1 peptidase S8 family domain protein [Gregarina niphandrodes]
ACNH67_000077-T1	XP_011132889.1	34.7	461	251	8	95	516	570	1019	1.0799999999999999e-69	253.0	XP_011132889.1 peptidase S8 family domain protein [Gregarina niphandrodes]
ACNH67_000078-T1	MCM2354179.1	41.9	298	167	4	258	554	135	427	4.33e-57	213.0	MCM2354179.1 S8 family serine peptidase [Pseudobdellovibrio sp.]
ACNH67_000079-T1	KAH0485544.1	36.2	271	146	5	19	289	30	273	4.32e-45	169.0	KAH0485544.1 MAG: hypothetical protein KVP17_004935 [Porospora cf. gigantea B]
ACNH67_000080-T1	XP_028872125.1	24.1	790	483	20	334	1032	548	1311	3.06e-38	169.0	XP_028872125.1 Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta 1 [Babesia sp. Xinjiang]
ACNH67_000081-T1	XP_011131524.1	35.5	366	204	5	713	1078	77	410	3.61e-65	244.0	XP_011131524.1 phosphdiesterase [Gregarina niphandrodes]
ACNH67_000083-T1	SCN62312.1	25.9	259	168	6	45	303	21	255	2.2e-11	76.3	SCN62312.1 F-actin-capping protein subunit beta, putative [Plasmodium chabaudi chabaudi]
ACNH67_000084-T1	XP_011130166.1	69.4	859	218	7	9	865	5	820	0.0	1196.0	XP_011130166.1 ribonucleoside-diphosphate reductase alpha subunit [Gregarina niphandrodes]
ACNH67_000086-T1	CEM10074.1	67.4	233	76	0	114	346	133	365	1.54e-106	327.0	CEM10074.1 unnamed protein product [Vitrella brassicaformis CCMP3155]
ACNH67_000087-T1	KAK1932932.1	32.9	149	87	4	517	664	110	246	6.84e-20	103.0	KAK1932932.1 hypothetical protein X943_001446 [Babesia divergens]
ACNH67_000088-T1	XP_011129036.1	85.3	400	59	0	67	466	35	434	1.43e-250	700.0	XP_011129036.1 putative DEAD box ATP-dependent RNA helicase [Gregarina niphandrodes]
ACNH67_000089-T1	XP_037037989.1	35.5	141	91	0	12	152	124	264	2.16e-25	109.0	XP_037037989.1 uncharacterized protein LOC119075615 [Bradysia coprophila]
ACNH67_000090-T1	XP_053993847.1	30.5	226	152	2	51	273	25	248	5.53e-12	77.0	XP_053993847.1 uncharacterized protein LOC128884440 [Hylaeus volcanicus]
ACNH67_000092-T1	OII77090.1	35.7	336	160	7	1	315	1	301	2.33e-48	177.0	OII77090.1 ribosome biogenesis protein SSF2 [Cryptosporidium andersoni]
ACNH67_000093-T1	XP_011130335.1	33.2	235	140	3	302	526	261	488	2.12e-24	119.0	XP_011130335.1 inositol phospholipid synthesis protein Scs3p [Gregarina niphandrodes]
ACNH67_000095-T1	KAF8820753.1	49.5	279	141	0	18	296	17	295	3.2e-94	291.0	KAF8820753.1 glutathione s-transferase, n-terminal domain containing protein [Cardiosporidium cionae]
ACNH67_000096-T1	XP_011130545.1	53.3	304	131	4	3	298	2	302	4.92e-105	320.0	XP_011130545.1 spermidine synthase [Gregarina niphandrodes]
ACNH67_000097-T1	XP_011130211.1	52.2	272	103	5	156	403	1	269	1.8299999999999998e-90	285.0	XP_011130211.1 protein kinase domain protein [Gregarina niphandrodes]
ACNH67_000098-T1	XP_011129875.1	46.6	1410	543	29	100	1374	18	1352	0.0	1137.0	XP_011129875.1 adenylate/guanylate cyclase [Gregarina niphandrodes]
ACNH67_000099-T1	XP_011129584.1	41.7	180	80	4	994	1166	732	893	1.21e-26	133.0	XP_011129584.1 putative nucleoporin, partial [Gregarina niphandrodes]
ACNH67_000101-T1	XP_026194438.1	50.9	666	302	9	85	741	113	762	2.5900000000000002e-213	630.0	XP_026194438.1 glutamate--tRNA ligase, cytoplasmic [Cyclospora cayetanensis]
ACNH67_000102-T1	KAJ2044168.1	42.5	475	250	10	20	486	55	514	6.53e-115	360.0	KAJ2044168.1 hypothetical protein H4S04_006362 [Coemansia sp. S16]
ACNH67_000113-T1	XP_029220240.1	35.2	335	198	6	3	328	2	326	4.31e-45	184.0	XP_029220240.1 hypothetical protein BESB_044230 [Besnoitia besnoiti]
ACNH67_000114-T1	XP_011129690.1	67.1	158	51	1	6	163	2	158	1.7e-71	223.0	XP_011129690.1 putative ubiquitin-conjugating enzyme E2 [Gregarina niphandrodes]
ACNH67_000115-T1	TCL90682.1	48.8	621	234	3	9	628	2	539	1.41e-177	525.0	TCL90682.1 lactate permease [Rhizobium sp. PP-WC-2G-219]
ACNH67_000117-T1	CEM37380.1	56.1	385	158	2	5	389	8	381	8.880000000000001e-148	434.0	CEM37380.1 unnamed protein product [Vitrella brassicaformis CCMP3155]
ACNH67_000118-T1	XP_011130270.1	44.5	560	284	9	34	587	42	580	3.48e-131	410.0	XP_011130270.1 putative transmembrane protein [Gregarina niphandrodes]
ACNH67_000119-T1	XP_011131161.1	29.7	993	542	24	131	1005	11	965	1.32e-119	402.0	XP_011131161.1 putative piwi domain protein [Gregarina niphandrodes]
ACNH67_000120-T1	CEL97994.1	49.5	572	283	5	7	575	15	583	6.32e-183	540.0	CEL97994.1 unnamed protein product [Vitrella brassicaformis CCMP3155]
ACNH67_000121-T1	CEM04418.1	59.5	131	43	6	15	140	60	185	1.08e-34	137.0	CEM04418.1 unnamed protein product [Vitrella brassicaformis CCMP3155]
ACNH67_000123-T1	CEM15171.1	40.1	918	505	13	40	941	30	918	2.2099999999999998e-207	627.0	CEM15171.1 unnamed protein product [Vitrella brassicaformis CCMP3155]
ACNH67_000124-T1	XP_011129793.1	50.6	1135	423	17	96	1176	53	1103	0.0	957.0	XP_011129793.1 DNA helicase [Gregarina niphandrodes]
ACNH67_000125-T1	XP_011133429.1	23.2	703	256	13	211	638	136	829	1.0400000000000001e-47	192.0	XP_011133429.1 hypothetical protein GNI_177060, partial [Gregarina niphandrodes]
ACNH67_000126-T1	XP_029221499.1	54.7	583	247	3	80	661	743	1309	1.7199999999999999e-214	647.0	XP_029221499.1 calcium-dependent protein kinase CDPK6 [Besnoitia besnoiti]
ACNH67_000127-T1	XP_011129910.1	37.0	411	190	7	188	532	484	891	1.37e-65	241.0	XP_011129910.1 aspartokinase [Gregarina niphandrodes]
ACNH67_000128-T1	GMH43726.1	32.8	375	191	14	1	364	62	386	8.51e-38	162.0	GMH43726.1 hypothetical protein BSKO_11648 [Bryopsis sp. KO-2023]
ACNH67_000129-T1	XP_011132941.1	52.9	437	204	2	60	496	4	438	5.06e-151	449.0	XP_011132941.1 hexokinase [Gregarina niphandrodes]
ACNH67_000131-T1	XP_011134161.1	41.6	296	150	4	10	294	379	662	4.07e-55	200.0	XP_011134161.1 WD domain, G-beta repeat protein [Gregarina niphandrodes]
ACNH67_000133-T1	XP_011131215.1	57.8	697	218	10	27	652	32	723	1.49e-272	775.0	XP_011131215.1 glutamine-fructose-6-phosphate aminotransferase [Gregarina niphandrodes]
ACNH67_000135-T1	CEL94693.1	59.5	168	68	0	59	226	125	292	1.51e-53	187.0	CEL94693.1 unnamed protein product [Vitrella brassicaformis CCMP3155]
ACNH67_000137-T1	XP_011133621.1	53.0	696	236	9	103	713	88	777	1.85e-219	645.0	XP_011133621.1 putative DNA topoisomerase I [Gregarina niphandrodes]
ACNH67_000139-T1	XP_011130668.1	65.8	468	155	3	10	475	1	465	1.14e-220	647.0	XP_011130668.1 beta-lactamase family domain protein [Gregarina niphandrodes]
ACNH67_000142-T1	XP_011129456.1	39.8	427	163	8	139	560	481	818	1.55e-65	249.0	XP_011129456.1 bromodomain protein [Gregarina niphandrodes]
ACNH67_000146-T1	PIL99787.1	26.4	382	237	15	437	790	19	384	1.0899999999999999e-23	119.0	PIL99787.1 hypothetical protein TGCOUG_202120C, partial [Toxoplasma gondii COUG]
ACNH67_000147-T1	XP_011132694.1	56.0	166	70	2	160	323	3	167	3.8000000000000004e-31	126.0	XP_011132694.1 adenylyl cyclase-associated protein [Gregarina niphandrodes]
ACNH67_000149-T1	CAI2373881.1	34.0	97	63	1	47	142	253	349	5.18e-14	79.7	CAI2373881.1 unnamed protein product [Moneuplotes crassus]
ACNH67_000151-T1	XP_003883968.1	59.4	652	261	3	13	661	30	680	7.190000000000001e-129	407.0	XP_003883968.1 hypothetical protein NCLIV_037180 [Neospora caninum Liverpool]
ACNH67_000155-T1	XP_011134069.1	48.7	520	233	9	56	566	49	543	1.0200000000000001e-169	503.0	XP_011134069.1 putative pre-mRNA splicing factor [Gregarina niphandrodes]
ACNH67_000157-T1	XP_011128985.1	45.0	240	112	5	1	233	1	227	2.11e-51	179.0	XP_011128985.1 MYND finger protein [Gregarina niphandrodes]
ACNH67_000159-T1	KAF4699931.1	34.1	123	59	3	45	167	6	106	1.99e-12	75.1	KAF4699931.1 hypothetical protein FOZ63_008763 [Perkinsus olseni]
ACNH67_000161-T1	XP_011132458.1	54.7	128	58	0	108	235	110	237	6.8e-36	139.0	XP_011132458.1 inner membrane complex protein [Gregarina niphandrodes]
ACNH67_000166-T1	ABV45226.1	27.3	538	358	11	17	527	8	539	5.12e-38	163.0	ABV45226.1 gag-pol polyprotein [Ascogregarina taiwanensis]
ACNH67_000175-T1	ABV45226.1	27.2	541	341	13	17	513	8	539	6.749999999999999e-34	150.0	ABV45226.1 gag-pol polyprotein [Ascogregarina taiwanensis]
ACNH67_000176-T1	XP_019190240.1	27.2	158	95	5	54	194	37	191	0.00064	53.1	XP_019190240.1 PREDICTED: uncharacterized protein LOC109184675 [Ipomoea nil]
ACNH67_000177-T1	KAK1418595.1	26.9	238	134	9	73	273	114	348	4.09e-07	64.7	KAK1418595.1 hypothetical protein QVD17_27740 [Tagetes erecta]
ACNH67_000178-T1	SNX83000.1	34.0	94	47	3	1	82	1517	1607	0.000405	50.4	SNX83000.1 related to pol protein [Melanopsichium pennsylvanicum]
ACNH67_000180-T1	PRQ35257.1	31.3	112	74	3	128	239	208	316	0.000869	54.7	PRQ35257.1 putative succinate dehydrogenase (quinone) [Rosa chinensis]
ACNH67_000181-T1	TQD73052.1	24.9	233	152	7	62	276	137	364	0.000136	57.0	TQD73052.1 hypothetical protein C1H46_041403 [Malus baccata]
ACNH67_000183-T1	TQD73052.1	24.9	233	152	7	62	276	137	364	0.000136	57.0	TQD73052.1 hypothetical protein C1H46_041403 [Malus baccata]
ACNH67_000185-T1	XP_055687964.1	28.6	210	135	9	133	333	45	248	0.000129	56.2	XP_055687964.1 uncharacterized protein LOC129792679 [Lutzomyia longipalpis]
ACNH67_000191-T1	XP_002368990.1	76.5	358	80	2	4	358	76	432	7.64e-182	521.0	XP_002368990.1 fructose-bisphosphate aldolase, putative [Toxoplasma gondii ME49]
ACNH67_000199-T1	XP_011130800.1	43.4	493	225	13	76	562	24	468	2.6900000000000004e-122	379.0	XP_011130800.1 putative protein kinase [Gregarina niphandrodes]
ACNH67_000200-T1	CAF1176328.1	27.2	453	308	8	41	489	29	463	3.6999999999999996e-30	143.0	CAF1176328.1 unnamed protein product [Adineta steineri]
ACNH67_000201-T1	WP_277783717.1	61.8	288	110	0	33	320	2	289	2.15e-128	379.0	WP_277783717.1 arginase family protein [Parabacteroides chongii]
ACNH67_000204-T1	XP_011129871.1	67.1	255	78	2	2	255	101	350	1.0500000000000001e-117	353.0	XP_011129871.1 putative casein kinase [Gregarina niphandrodes]
ACNH67_000205-T1	KAF8821695.1	62.4	537	194	3	132	668	104	632	1.3199999999999999e-239	688.0	KAF8821695.1 DEAD (Asp-Glu-Ala-Asp) box polypeptide 41 family protein [Cardiosporidium cionae]
ACNH67_000206-T1	XP_003885568.1	28.1	2004	1226	42	233	2165	1728	3587	7.75e-195	673.0	XP_003885568.1 putative EF hand domain-containing protein [Neospora caninum Liverpool]
ACNH67_000208-T1	CDJ48499.1	26.9	223	141	8	199	417	216	420	0.000801	56.6	CDJ48499.1 hypothetical protein, conserved [Eimeria brunetti]
ACNH67_000209-T1	XP_011133516.1	42.5	755	410	14	28	770	19	761	2.9e-203	605.0	XP_011133516.1 calcium-activated chloride channel protein [Gregarina niphandrodes]
ACNH67_000210-T1	KAI0520420.1	44.3	79	33	5	462	530	69	146	2.3e-06	61.2	KAI0520420.1 hypothetical protein KFK09_007894 [Dendrobium nobile]
ACNH67_000211-T1	MDU2199077.1	34.7	95	61	1	35	129	149	242	2.37e-06	57.4	MDU2199077.1 helicase-related protein [Peptostreptococcaceae bacterium]
ACNH67_000213-T1	XP_004830851.1	37.2	180	99	4	4	176	3	175	3.76e-24	105.0	XP_004830851.1 hypothetical protein BEWA_005930 [Theileria equi strain WA]
ACNH67_000214-T1	XP_011131140.1	42.0	664	339	15	4	662	3	625	1.55e-158	481.0	XP_011131140.1 Sec1 family protein [Gregarina niphandrodes]
ACNH67_000216-T1	XP_011132758.1	50.4	234	100	2	44	261	1	234	2.0500000000000002e-59	214.0	XP_011132758.1 Not1 amine-terminal domain, CCR4-NOT complex component, partial [Gregarina niphandrodes]
ACNH67_000217-T1	XP_053993402.1	33.1	157	102	2	191	345	157	312	2.53e-17	98.2	XP_053993402.1 uncharacterized protein LOC128884213 isoform X3 [Hylaeus volcanicus]
ACNH67_000219-T1	XP_011128789.1	32.1	492	240	12	1	437	2	454	2.95e-65	228.0	XP_011128789.1 putative laforin [Gregarina niphandrodes]
ACNH67_000223-T1	CEM02242.1	40.6	160	84	4	100	258	5	154	3.2899999999999996e-23	113.0	CEM02242.1 unnamed protein product [Vitrella brassicaformis CCMP3155]
ACNH67_000225-T1	CAG9318720.1	30.6	327	173	11	38	357	11	290	5.76e-31	139.0	CAG9318720.1 unnamed protein product [Blepharisma stoltei]
ACNH67_000227-T1	XP_011128621.1	35.2	1194	681	26	32	1149	5	1181	8.579999999999999e-241	744.0	XP_011128621.1 putative scavenger receptor [Gregarina niphandrodes]
ACNH67_000229-T1	KAJ8577004.1	39.0	105	56	2	3	99	1327	1431	1.45e-10	68.6	KAJ8577004.1 hypothetical protein ON010_g2205 [Phytophthora cinnamomi]
ACNH67_000230-T1	DAZ96860.1	27.0	185	101	5	14	174	81	255	0.000363	53.5	DAZ96860.1 TPA: hypothetical protein N0F65_008291, partial [Lagenidium giganteum]
ACNH67_000231-T1	GKT17195.1	50.9	55	26	1	26	79	26	80	9.53e-07	54.7	GKT17195.1 hypothetical protein ADUPG1_011061, partial [Aduncisulcus paluster]
ACNH67_000246-T1	CDH61199.1	26.8	246	128	10	121	327	84	316	4.1e-05	58.9	CDH61199.1 hypothetical protein RO3G_11540 [Lichtheimia corymbifera JMRC:FSU:9682]
ACNH67_000248-T1	XP_046868326.1	52.8	53	24	1	282	333	89	141	2.28e-05	58.2	XP_046868326.1 uncharacterized protein LOC124460780 [Drosophila willistoni]
ACNH67_000249-T1	CDH61199.1	26.8	246	128	10	121	327	84	316	4.1e-05	58.9	CDH61199.1 hypothetical protein RO3G_11540 [Lichtheimia corymbifera JMRC:FSU:9682]
ACNH67_000250-T1	XP_055687964.1	29.9	184	115	8	159	333	70	248	0.000564	54.3	XP_055687964.1 uncharacterized protein LOC129792679 [Lutzomyia longipalpis]
ACNH67_000254-T1	XP_011133815.1	24.1	315	202	10	1	304	16	304	1.82e-12	80.1	XP_011133815.1 RNA-directed DNA polymerase [Gregarina niphandrodes]
ACNH67_000265-T1	XP_002368990.1	74.8	357	85	3	5	357	77	432	4.8e-173	499.0	XP_002368990.1 fructose-bisphosphate aldolase, putative [Toxoplasma gondii ME49]
ACNH67_000266-T1	HUX46041.1	42.7	328	181	5	7	332	10	332	9.95e-71	237.0	HUX46041.1 NADH:flavin oxidoreductase/NADH oxidase [Terracidiphilus sp.]
ACNH67_000268-T1	CEM06759.1	22.8	478	314	15	72	530	133	574	4.08e-16	97.1	CEM06759.1 unnamed protein product [Vitrella brassicaformis CCMP3155]
ACNH67_000269-T1	KFG65342.1	49.8	213	64	1	11	223	65	234	4.78e-36	138.0	KFG65342.1 putative centrin [Toxoplasma gondii RUB]
ACNH67_000270-T1	XP_052165367.1	55.5	137	59	1	1	137	1	135	4.82e-38	136.0	XP_052165367.1 probable histone H2A.3 [Oryza glaberrima]
ACNH67_000271-T1	XP_011129133.1	30.7	1129	363	22	800	1522	51	1166	2.26e-127	456.0	XP_011129133.1 ABC transporter, partial [Gregarina niphandrodes]
ACNH67_000272-T1	XP_013439200.1	23.5	451	251	16	670	1095	630	1011	4.28e-06	65.1	XP_013439200.1 helicase associated domain-containing protein, putative [Eimeria necatrix]
ACNH67_000274-T1	PHJ19659.1	64.2	165	59	0	2	166	4	168	1.7900000000000002e-64	206.0	PHJ19659.1 vacuolar atp synthase 16 kda proteolipid [Cystoisospora suis]
ACNH67_000275-T1	XP_011134172.1	73.2	164	44	0	4	167	8	171	1.9000000000000002e-70	221.0	XP_011134172.1 vacuolar ATP synthase proteolipid subunit [Gregarina niphandrodes]
ACNH67_000276-T1	XP_011134168.1	51.5	169	81	1	199	366	194	362	3.94e-47	176.0	XP_011134168.1 SET domain protein [Gregarina niphandrodes]
ACNH67_000277-T1	CEL64265.1	39.6	6489	3376	132	1	6112	3708	10019	0.0	4111.0	CEL64265.1 TPA: Short-chain dehydrogenase/reductase SDR, related [Neospora caninum Liverpool]
ACNH67_000279-T1	XP_011129291.1	44.9	365	150	6	47	408	53	369	3.7399999999999997e-81	265.0	XP_011129291.1 integrin beta [Gregarina niphandrodes]
ACNH67_000288-T1	XP_011131280.1	42.4	236	117	4	827	1055	283	506	1.13e-37	167.0	XP_011131280.1 hypothetical protein GNI_104170 [Gregarina niphandrodes]
ACNH67_000289-T1	OII75929.1	38.0	108	67	0	8	115	10	117	2.04e-21	94.7	OII75929.1 hypothetical protein cand_002600 [Cryptosporidium andersoni]
ACNH67_000290-T1	XP_011132979.1	47.3	624	295	10	10	628	7	601	3.51e-182	541.0	XP_011132979.1 putative tRNA wybutosine-synthesizing 1-like protein [Gregarina niphandrodes]
ACNH67_000291-T1	XP_011132980.1	68.5	317	97	2	28	343	63	377	2.02e-149	436.0	XP_011132980.1 DNA repair Rad51-like protein [Gregarina niphandrodes]
ACNH67_000293-T1	XP_011131049.1	59.8	589	213	7	1	567	1	587	3.95e-243	691.0	XP_011131049.1 sulfate adenylyltransferase/adenylylsulfate kinase [Gregarina niphandrodes]
ACNH67_000295-T1	XP_011129717.1	31.7	2174	1188	46	79	2077	23	2074	0.0	1031.0	XP_011129717.1 hypothetical protein GNI_050080 [Gregarina niphandrodes]
ACNH67_000296-T1	XP_011129726.1	31.1	180	113	5	477	652	556	728	8.45e-16	95.1	XP_011129726.1 HNH endonuclease domain protein [Gregarina niphandrodes]
ACNH67_000297-T1	XP_011130789.1	44.0	1352	669	16	26	1359	173	1454	0.0	1011.0	XP_011130789.1 putative transporter ATP-binding cassette domain protein [Gregarina niphandrodes]
ACNH67_000298-T1	XP_011130789.1	39.0	1255	710	19	30	1264	231	1449	5e-270	818.0	XP_011130789.1 putative transporter ATP-binding cassette domain protein [Gregarina niphandrodes]
ACNH67_000299-T1	XP_011130789.1	42.8	1319	705	14	26	1326	169	1456	0.0	978.0	XP_011130789.1 putative transporter ATP-binding cassette domain protein [Gregarina niphandrodes]
ACNH67_000300-T1	XP_011130737.1	41.5	1370	696	16	76	1432	67	1343	1.24e-302	904.0	XP_011130737.1 putative multidrug resistance protein-like transporter family ATP-binding cassette domain protein [Gregarina niphandrodes]
ACNH67_000301-T1	MDQ1687068.1	29.1	223	106	12	94	314	37	209	9.19e-07	63.9	MDQ1687068.1 hypothetical protein [Frankiaceae bacterium]
ACNH67_000302-T1	CAH0473692.1	29.3	116	82	0	460	575	460	575	4.59e-06	63.9	CAH0473692.1 unnamed protein product [Peronospora belbahrii]
ACNH67_000303-T1	XP_011132754.1	28.5	295	147	9	176	435	179	444	1.15e-18	102.0	XP_011132754.1 hypothetical protein GNI_150280 [Gregarina niphandrodes]
ACNH67_000304-T1	HAV76865.1	27.3	242	145	8	10	246	60	275	1.75e-10	73.2	HAV76865.1 hypothetical protein [Anaerolineae bacterium]
ACNH67_000306-T1	XP_041364577.1	32.6	95	62	2	24	118	28	120	0.000262	49.3	XP_041364577.1 ribonuclease P protein subunit p21-like [Gigantopelta aegis]
ACNH67_000307-T1	XP_011132755.1	62.8	172	61	2	3	174	48	216	6.57e-69	219.0	XP_011132755.1 splicing factor 3a subunit 2, partial [Gregarina niphandrodes]
ACNH67_000310-T1	CEM02401.1	40.3	372	219	3	28	398	88	457	8.12e-86	283.0	CEM02401.1 unnamed protein product [Vitrella brassicaformis CCMP3155]
ACNH67_000311-T1	XP_011129291.1	43.7	268	147	4	43	308	52	317	1.5799999999999998e-68	231.0	XP_011129291.1 integrin beta [Gregarina niphandrodes]
ACNH67_000324-T1	XP_054161369.1	36.6	396	238	9	5	398	42	426	2.9100000000000002e-58	216.0	XP_054161369.1 endoplasmic reticulum chaperone BiP-like [Oppia nitens]
ACNH67_000325-T1	XP_028678259.1	41.4	531	286	8	5	525	3	518	2.2500000000000003e-123	387.0	XP_028678259.1 heat shock cognate 71 kDa protein [Erpetoichthys calabaricus]
ACNH67_000326-T1	XP_047793730.1	33.0	528	336	10	5	519	2	524	2.4100000000000003e-79	273.0	XP_047793730.1 heat shock 70 kDa protein [Daldinia caldariorum]
ACNH67_000327-T1	ADL18372.1	35.4	531	321	12	1	522	1	518	4.63e-94	311.0	ADL18372.1 heat shock protein 70 [Sciaenops ocellatus]
ACNH67_000328-T1	XP_061468338.1	27.5	386	258	6	12	391	8	377	7.48e-36	157.0	XP_061468338.1 heat shock-related 70 kDa protein 2 [Rhineura floridana]
ACNH67_000330-T1	SCN63076.1	45.5	101	53	1	79	179	14	112	2.6800000000000003e-21	97.4	SCN63076.1 signal recognition particle subunit SRP19, putative [Plasmodium chabaudi adami]
ACNH67_000332-T1	KAH0477740.1	58.1	403	164	3	33	433	1028	1427	4.7900000000000004e-148	476.0	KAH0477740.1 MAG: hypothetical protein KVP18_004899 [Porospora cf. gigantea A]
ACNH67_000334-T1	XP_011128539.1	51.3	569	253	5	9	560	7	568	2.07e-130	403.0	XP_011128539.1 putative stress-induced protein sti1 [Gregarina niphandrodes]
ACNH67_000335-T1	XP_013355789.1	47.6	481	220	3	56	536	66	514	4.87e-144	441.0	XP_013355789.1 transmembrane domian-containing protein, putative [Eimeria mitis]
ACNH67_000336-T1	XP_011128551.1	32.9	776	374	18	1	688	1	717	3.7200000000000003e-109	357.0	XP_011128551.1 putative translation initiation factor SUI1 [Gregarina niphandrodes]
ACNH67_000338-T1	XP_011128992.1	59.2	363	129	3	22	384	42	385	1.98e-142	421.0	XP_011128992.1 meiotic recombination DMC1-like protein [Gregarina niphandrodes]
